party_id,country_name_short,country_name,election_date,vote_share,seats,party_name_short,party_name,party_name_english,country_id,election_id,party_name_ascii,family_name_short,family_name,family_id,most_recent_election_id,most_recent_election_date,most_recent_vote_share,most_recent_seats
443,ESP,Spain,1986-06-22,0.32,1.0,UV,Union Valenciana,Valencian Union,27,254,Union Valenciana,spec,Special issue,16.0,,,,
411,ESP,Spain,1986-06-22,0.33,1.0,AIC,Agrupacion Independientes de Canarias,Canary Islands Group,27,254,Agrupacion Independientes de Canarias,spec,Special issue,16.0,,,,
845,ESP,Spain,1989-10-29,0.67,2.0,EA,Eusko Alkartasuna,Basque Solidarity,27,289,Eusko Alkartasuna,spec,Special issue,16.0,,,,
234,ESP,Spain,1993-06-06,0.88,4.0,CC,CoaliciÃ³n Canaria,Canary Coalition,27,252,Coalicion Canaria,spec,Special issue,16.0,1005.0,2016-06-26 00:00:00,0.33,1.0
520,ESP,Spain,1996-03-03,0.89,2.0,BNG,Bloque Nacionalista Galego,Galician Nationalist Block,27,99,Bloque Nacionalista Galego,spec,Special issue,16.0,,,,
1367,ESP,Spain,2000-03-12,0.33,1.0,CA,Chunta Aragonesista,Aragonese Council,27,687,Chunta Aragonesista,spec,Special issue,16.0,,,,
385,ESP,Spain,2004-03-14,0.24,1.0,Bai,Bai,Yes,27,164,Bai,spec,Special issue,16.0,,,,
551,ESP,Spain,2008-03-09,1.2,1.0,UPyD,UniÃ³n Progreso y Democracia,"Union, Progress and Democracy",27,500,Union Progreso y Democracia,lib,Liberal,6.0,,,,
2376,ESP,Spain,2015-12-20,12.67,42.0,P,Podemos,We Can,27,998,Podemos,com,Communist/Socialist,14.0,1005.0,2016-06-26 00:00:00,13.37,45.0
2375,ESP,Spain,2015-12-20,13.93,40.0,C-PC,Ciudadanos â€“ Partido de la CiudadanÃ­a,Citizens -- Party of the Citizenry,27,998,Ciudadanos -- Partido de la Ciudadania,lib,Liberal,6.0,1005.0,2016-06-26 00:00:00,13.05,32.0
2606,ESP,Spain,2015-12-20,3.69,12.0,ECP,En ComÃº Podem,In Common We Can,27,998,En Comu Podem,com,Communist/Socialist,14.0,1005.0,2016-06-26 00:00:00,3.55,12.0
2607,ESP,Spain,2015-12-20,2.67,9.0,C|AV,CompromÃ­s | A la valenciana,Compromise | A la valenciana,27,998,Compromis | A la valenciana,com,Communist/Socialist,14.0,1005.0,2016-06-26 00:00:00,2.74,9.0
2605,ESP,Spain,2015-12-20,2.25,8.0,CDC,ConvergÃ¨ncia DemocrÃ tica de Catalunya,Democratic Convergence of Catalonia,27,998,Convergencia Democratica | Junts per Catalunya,con,Conservative,26.0,1005.0,2016-06-26 00:00:00,2.01,8.0
2604,ESP,Spain,2015-12-20,1.63,6.0,EM,En Marea,In Tide,27,998,En Marea | Grupo Comun da Esquerda,com,Communist/Socialist,14.0,1005.0,2016-06-26 00:00:00,1.44,5.0
2603,ESP,Spain,2015-12-20,0.87,2.0,EHB,Euskal Herria Bildu,Basque Country Unite,27,998,Euskal Herria Bildu,spec,Special issue,16.0,1005.0,2016-06-26 00:00:00,0.77,2.0
113,EST,Estonia,1995-03-05,16.19,19.0,ERe,Eesti Reformierakond,Estonian Reform Party,75,600,Eesti Reformierakond,lib,Liberal,6.0,853.0,2015-03-01 00:00:00,27.69,30.0
1137,EST,Estonia,1995-03-05,14.17,16.0,EK,Eesti Keskerakond,Estonian Centre Party,75,600,Eesti Keskerakond,soc,Social democracy,11.0,853.0,2015-03-01 00:00:00,24.81,27.0
1590,EST,Estonia,1995-03-05,5.87,6.0,K-EUR,Konstitutsioonierakond â€“ Eestimaa Ãœhendatud Rahvapartei,Constitution Party -- Estonian United People's Party,75,600,Konstitutsioonierakond -- Eestimaa Uehendatud Rahvapartei,soc,Social democracy,11.0,,,,
1395,EST,Estonia,1995-03-05,5.0,5.0,VKR,Vabariiklaste ja Konservatiivide Rahvaerakond,People's Party of Republicans and Conservatives,75,600,Vabariiklaste ja Konservatiivide Rahvaerakond,con,Conservative,26.0,,,,
846,EST,Estonia,1999-03-07,16.09,18.0,I,Isamaaliit,Pro Patria Union,75,239,Isamaaliit,con,Conservative,26.0,,,,
417,EST,Estonia,1999-03-07,7.27,7.0,ERa,Eestimaa Rahvalliit,People's Union of Estonia,75,239,Eestimaa Rahvalliit / Eesti Konservatiivne Rahvaerakond,con,Conservative,26.0,853.0,2015-03-01 00:00:00,8.15,7.0
428,EST,Estonia,2003-03-02,24.6,28.0,ERP,Erakond Res Publica,Res Publica Party,75,423,Erakond Res Publica,con,Conservative,26.0,,,,
1597,EST,Estonia,2007-03-04,17.9,19.0,IRL,Erakond Isamaa ja Res Publica Liit,Union of Pro Patria and Res Publica,75,83,Erakond Isamaa ja Res Publica Liit,con,Conservative,26.0,853.0,2015-03-01 00:00:00,13.71,14.0
219,EST,Estonia,2007-03-04,7.1,6.0,EER,Erakonna Eestimaa Rohelised,Estonian Greens,75,83,Erakond Eestimaa Rohelised,eco,Green/Ecologist,19.0,,,,
2409,EST,Estonia,2015-03-01,8.69,8.0,EV,Eesti Vabaerakond,Free Party,75,853,Eesti Vabaerakond,con,Conservative,26.0,853.0,2015-03-01 00:00:00,8.69,8.0
66,FIN,Finland,1948-07-02,0.4,1.0,AS,Ã…lÃ¤ndsk Samlingin Ã¤Ã¤ntÃ¤ â€“ Ã…lÃ¤ndsk Samling,Aland Coalition,67,187,Alandsk Samlingin aanta -- Alandsk Samling,spec,Special issue,16.0,,,,
1108,FIN,Finland,1958-07-07,1.7,3.0,TPSL,TyÃ¤vÃ¤en ja PienviljelijÃ¤in Sosialdemokraattinen Liitto â€“ Arbetarnas och SmÃ¥brukarnas Socialdemokratiska FÃ¶rbund,Social Democratic League of Workers and Smallholders,67,616,Tyavaen ja Pienviljelijain Sosialdemokraattinen Liitto -- Arbetarnas och Smabrukarnas Socialdemokratiska Forbund,soc,Social democracy,11.0,,,,
1109,FIN,Finland,1962-02-05,0.52,1.0,VL,Vapaamielisten Liitto â€“ De Frisinnades FÃ¶rbund,Liberal League,67,354,Vapaamielisten Liitto -- De Frisinnades Forbund,lib,Liberal,6.0,,,,
200,FIN,Finland,1966-03-21,1.0,1.0,SP|P,Suomen Puolue | Perussuomalaiset,Finnish Party | True Finns,67,460,Suomen Puolue | Perussuomalaiset,agr,Agrarian,2.0,855.0,2015-04-19 00:00:00,17.65,38.0
1463,FIN,Finland,1970-03-16,1.1,1.0,KD,Kristillisdemokraatit â€“ Kristdemokraterna,Christian Democrats,67,77,Kristillisdemokraatit -- Kristdemokraterna,chr,Christian democracy,3.0,855.0,2015-04-19 00:00:00,3.54,5.0
1389,FIN,Finland,1975-09-22,1.6,1.0,POP,Perustuslaillinen Oikeistopuolue â€“ Konstitutionella hÃ¶gerpartiet,Constitutional People's Party,67,98,Perustuslaillinen Oikeistopuolue -- Konstitutionella hogerpartiet,con,Conservative,26.0,,,,
139,FIN,Finland,1975-09-22,1.7,1.0,SKYP,Suomen kansan yhtenÃ¤isyyden puolueen â€“ Finlands folks enhetsparti,Finnish People's Unity Party,67,98,Suomen kansan yhtenaisyyden puolueen -- Finlands folks enhetsparti,con,Conservative,26.0,,,,
1062,FIN,Finland,1983-03-21,1.4,2.0,VIHR,VihreÃ¤ Liitto â€“ GrÃ¶na FÃ¶rbundet,Green League,67,133,Vihrea Liitto -- Grona Forbundet,eco,Green/Ecologist,19.0,855.0,2015-04-19 00:00:00,8.53,15.0
229,FIN,Finland,1987-03-16,4.2,4.0,Deva,Demokraattinen Vaihtoehto â€“ Demokratiskt Alternativs,Democratic Alternative,67,527,Demokraattinen Vaihtoehto -- Demokratiskt Alternativs,com,Communist/Socialist,14.0,,,,
1009,FIN,Finland,1995-03-19,2.8,2.0,NSP,Nuorsuomalaiset â€“ Ungfinnarna,Young Finns,67,24,Nuorsuomalaiset -- Ungfinnarna,lib,Liberal,6.0,,,,
1105,FIN,Finland,1995-03-19,0.3,1.0,Eko,Ekologinen puolue â€“ Ekologiska partiet,Ecological Party,67,24,Ekologinen puolue -- Ekologiska partiet,eco,Green/Ecologist,19.0,,,,
638,FIN,Finland,1999-03-21,1.1,1.0,Rt,RemonttiryhmÃ¤,Reform Group,67,15,Remonttiryhma,spec,Special issue,16.0,,,,
890,FRA,France,1946-06-02,11.5,39.0,RGR,Rassemblement des gauches rÃ©publicaines,Rally of Republican Lefts,43,348,Rassemblement des gauches republicaines,con,Conservative,26.0,,,,
1094,FRA,France,1946-11-10,1.6,5.0,G,Gaulliste,Gaullists,43,75,Gaulliste,con,Conservative,26.0,,,,
1414,FRA,France,1951-06-17,14.0,87.0,CNIP,Centre national des indÃ©pendants et paysans,National Centre of Independents and Peasants [Conservatives],43,293,Centre national des independants et paysans,con,Conservative,26.0,,,,
898,FRA,France,1956-01-02,11.7,51.0,UDCA,Union de dÃ©fense des commerÃ§ants et artisans â€“ Poujadists,Union for the Defence of Traders and Artisans -- Poujadists,43,312,Union de defense des commercants et artisans -- Poujadists,con,Conservative,26.0,,,,
1328,FRA,France,1956-01-02,,3.0,etc,divers,others,43,312,divers,none,no family,12.0,1014.0,2017-06-18 00:00:00,,3.0
59,FRA,France,1962-11-25,2.3,18.0,IR|DL,Independants rÃ©publicains | DÃ©mocratie libÃ©rale,Independent Republicans | Liberal Democracy,43,407,Independants republicains | Democratie liberale,con,Conservative,26.0,,,,
516,FRA,France,1962-11-25,2.0,2.0,PSU,Parti socialiste unifie,Unified Socialist Party,43,407,Parti socialiste unifie,com,Communist/Socialist,14.0,,,,
1491,FRA,France,1967-03-12,14.1,38.0,CD,Centre dÃ©mocrat,Democratic Centre,43,291,Centre democrat,chr,Christian democracy,3.0,,,,
213,FRA,France,1973-03-11,13.3,30.0,MR,Mouvement rÃ©formateur,Reformers Movement,43,357,Mouvement reformateur,chr,Christian democracy,3.0,,,,
885,FRA,France,1973-03-11,3.8,21.0,CDP,Centre dÃ©mocratie et progrÃ©s,Centre Democracy and Progress,43,357,Centre democratie et progres,chr,Christian democracy,3.0,,,,
1492,FRA,France,1973-03-11,1.7,11.0,PRG,Parti radical de gauche,Radical Party of the Left,43,357,Parti radical de gauche,soc,Social democracy,11.0,1014.0,2017-06-18 00:00:00,0.47,3.0
138,FRA,France,1978-03-19,22.5,142.0,RPR,Rassemblement pour la rÃ©publique,Rally for the Republic,43,496,Rassemblement pour la republique,con,Conservative,26.0,,,,
509,FRA,France,1978-03-19,,124.0,UDF|MD,Union pour la dÃ©mocratie franÃ§aise | Mouvement dÃ©mocrate,Union for French Democracy | Democratic Movement,43,496,Union pour la democratie francaise | Mouvement democrate,con,Conservative,26.0,1014.0,2017-06-18 00:00:00,4.12,42.0
177,FRA,France,1978-03-19,1.4,10.0,gauche,divers gauche,other left,43,496,divers gauche,soc,Social democracy,11.0,1014.0,2017-06-18 00:00:00,1.6,12.0
270,FRA,France,1986-03-16,9.8,35.0,FN,Front national,National Front,43,623,Front national,right,Right-wing,40.0,1014.0,2017-06-18 00:00:00,13.2,8.0
285,FRA,France,1986-03-16,1.3,4.0,droite,divers droite,other right,43,623,divers droite,con,Conservative,26.0,1014.0,2017-06-18 00:00:00,2.76,6.0
2260,FRA,France,1993-03-28,1.8,6.0,MP,Parti de la MajoritÃ© prÃ©sidentielle,Party of Presidential Majority,43,664,Parti de la Majorite presidentielle,com,Communist/Socialist,14.0,,,,
873,FRA,France,1997-06-01,6.84,8.0,V,Les Verts,Greens,43,479,Les Verts,eco,Green/Ecologist,19.0,1014.0,2017-06-18 00:00:00,4.3,1.0
2143,FRA,France,1997-06-01,2.8,7.0,MDC,Mouvement des citoyens,Citizens' Movement,43,479,Mouvement des citoyens,com,Communist/Socialist,14.0,,,,
658,FRA,France,2002-06-16,33.3,356.0,UMP|LR,Union pour un mouvement populaire | Les RÃ©publicains,Union for a Popular Movement | The Republicans,43,403,Union pour un mouvement populaire | Les Republicains,con,Conservative,26.0,1014.0,2017-06-18 00:00:00,15.77,112.0
2252,FRA,France,2002-06-16,0.37,5.0,RPF,Rassemblement pour la France,Rally for France,43,403,Rassemblement pour la France,con,Conservative,26.0,,,,
1101,FRA,France,2002-06-16,0.8,2.0,MF,Mouvement pour la France,Movement for France,43,403,Mouvement pour la France,con,Conservative,26.0,,,,
1058,FRA,France,2007-06-17,2.37,22.0,NC,Nouveau centre,New Centre,43,171,Nouveau centre,lib,Liberal,6.0,,,,
2077,FRA,France,2007-06-17,0.51,1.0,MIM,Mouvement independantiste martiniquais,Martinican Independence Movement,43,171,Mouvement independantiste martiniquais,spec,Special issue,16.0,,,,
2078,FRA,France,2012-06-17,0.6,2.0,AC,Alliance centriste,Centrist Alliance,43,782,Alliance centriste,lib,Liberal,6.0,,,,
2079,FRA,France,2012-06-17,0.19,1.0,ex-dro,extrÃªme droite,other far-right,43,782,extreme droite,right,Right-wing,40.0,1014.0,2017-06-18 00:00:00,0.3,1.0
2643,FRA,France,2017-06-18,28.21,308.0,REM,La RÃ©publique En Marche!,The Republic Onwards!,43,1014,La Republique En Marche!,lib,Liberal,6.0,1014.0,2017-06-18 00:00:00,28.21,308.0
2273,FRA,France,2017-06-18,3.03,18.0,UDI,Union des dÃ©mocrates et indÃ©pendants,Union of Democrats and Independents,43,1014,Union des democrates et independants,con,Conservative,26.0,1014.0,2017-06-18 00:00:00,3.03,18.0
2644,FRA,France,2017-06-18,11.03,17.0,FI,La France Insoumise,Unbowed France,43,1014,La France Insoumise,com,Communist/Socialist,14.0,1014.0,2017-06-18 00:00:00,11.03,17.0
2399,FRA,France,2017-06-18,1.17,1.0,DLR|DLF,Debout la rÃ©publique | Debout la France,Arise the Republic | France Arise,43,1014,Debout la republique | Debout la France,con,Conservative,26.0,1014.0,2017-06-18 00:00:00,1.17,1.0
689,GBR,United Kingdom,1955-05-26,0.6,2.0,SF,Sinn FÃ©in,Sinn Fein,44,678,Sinn Fein,com,Communist/Socialist,14.0,1013.0,2017-06-08 00:00:00,0.7,7.0
1092,GBR,United Kingdom,1966-03-31,0.1,1.0,RepLP,Republican Labour Party,Republican Labour Party,44,583,Republican Labour Party,code,to be coded,28.0,,,,
349,GBR,United Kingdom,1970-06-18,0.5,2.0,U,Unity,Unity,44,311,Unity,spec,Special issue,16.0,,,,
1284,GBR,United Kingdom,1970-06-18,1.1,1.0,SNP,Scottish National Party â€“ PÃ rtaidh NÃ iseanta na h-Alba,Scottish National Party,44,311,Scottish National Party -- Partaidh Naiseanta na h-Alba,soc,Social democracy,11.0,1013.0,2017-06-08 00:00:00,3.0,35.0
1210,GBR,United Kingdom,1974-02-28,,7.0,UUP,Ulster Unionist Party,Ulster Unionist Party,44,568,Ulster Unionist Party,con,Conservative,26.0,,,,
646,GBR,United Kingdom,1974-02-28,,3.0,VUPP,Vanguard Unionist Progressive Party,Vanguard Unionist Progressive Party,44,568,Vanguard Unionist Progressive Party,right,Right-wing,40.0,,,,
311,GBR,United Kingdom,1974-02-28,0.6,2.0,Plaid,Plaid Cymru,Plaid Cymru,44,568,Plaid Cymru,spec,Special issue,16.0,1013.0,2017-06-08 00:00:00,0.5,4.0
319,GBR,United Kingdom,1974-02-28,,1.0,DUP,Democratic Unionist Party,Democratic Unionist Party,44,568,Democratic Unionist Party,con,Conservative,26.0,1013.0,2017-06-08 00:00:00,0.9,10.0
1023,GBR,United Kingdom,1974-02-28,0.5,1.0,SDLP,Social Democratic and Labour Party,Social Democratic and Labour Party,44,568,Social Democratic and Labour Party,soc,Social democracy,11.0,,,,
1547,GBR,United Kingdom,1983-06-09,,6.0,SDP,Social Democratic Party,Social Democratic Party,44,290,Social Democratic Party,soc,Social democracy,11.0,,,,
1566,GBR,United Kingdom,1983-06-09,0.07,1.0,UPUP,Ulster Popular Unionist Party,Ulster Popular Unionist Party,44,290,Ulster Popular Unionist Party,code,to be coded,28.0,,,,
1057,GBR,United Kingdom,2005-05-05,0.3,1.0,R,Respect â€“ The Unity Coalition,Respect -- The Unity Coalition,44,233,Respect -- The Unity Coalition,code,to be coded,28.0,,,,
467,GBR,United Kingdom,2010-05-06,1.0,1.0,GP,Green Party,Green Party,44,582,Green Party,eco,Green/Ecologist,19.0,1013.0,2017-06-08 00:00:00,1.6,1.0
1272,GBR,United Kingdom,2015-05-07,12.65,1.0,UKIP,United Kingdom Independence Party,United Kingdom Independence Party,44,856,United Kingdom Independence Party,right,Right-wing,40.0,,,,
1027,GRC,Greece,1977-11-20,6.8,5.0,EP,Ethniki Parataxis,National Alignment,41,596,Ethniki Parataxis,con,Conservative,26.0,,,,
463,GRC,Greece,1977-11-20,1.1,2.0,KN,Komma Neofileleftheron,Party of New Liberals,41,596,Komma Neofileleftheron,lib,Liberal,6.0,,,,
597,GRC,Greece,1977-11-20,,1.0,EDA,Eniaia Dimokratiki Aristera,United Democratic Left,41,596,Eniaia Dimokratiki Aristera,com,Communist/Socialist,14.0,,,,
1311,GRC,Greece,1977-11-20,2.7,1.0,KEE(I),Kommunistikon Komma Ellados Esoterikou,Communist Party of Greece (Interior),41,596,Kommunistikon Komma Ellados Esoterikou,com,Communist/Socialist,14.0,,,,
1441,GRC,Greece,1989-06-18,13.1,28.0,SYN,SynaspismÃ³s tÄ«s AristerÃ¡s,Coalition of the Left,41,205,Synaspismos tis Aristeras,com,Communist/Socialist,14.0,,,,
1059,GRC,Greece,1989-06-18,0.52,1.0,Emp,EmpistosÏnh (RodÏŒph),Independent Muslim Lists,41,205,Empistosunh (Rodoph),spec,Special issue,16.0,,,,
1374,GRC,Greece,1989-06-18,1.0,1.0,DIANA,Dimokratiki Ananeosi,Democratic Renewal,41,205,Dimokratiki Ananeosi,con,Conservative,26.0,,,,
2163,GRC,Greece,1989-11-05,0.6,1.0,OE,OikolÏŒgoi EnallaktikoÎ¯,Alternative Ecologists,41,508,Oikologoi Enallaktikoi,eco,Green/Ecologist,19.0,,,,
1412,GRC,Greece,1993-10-10,4.9,10.0,POLAN,Politiki Anixi,Political Spring,41,654,Politiki Anixi,con,Conservative,26.0,,,,
720,GRC,Greece,1996-09-22,4.43,9.0,DIKKI,Dimokratiko Koinoniko Kinima,Democratic Social Movement,41,399,Dimokratiki Kinoniki Kinema,soc,Social democracy,11.0,,,,
1592,GRC,Greece,2007-09-16,5.04,14.0,SYRIZA,SynaspismÃ³s RizospastikÃ­s AristerÃ¡s,Coalition of the Radical Left,41,466,Synaspismos Rizospastikis Aristeras,com,Communist/Socialist,14.0,992.0,2015-09-20 00:00:00,35.46,145.0
1179,GRC,Greece,2007-09-16,3.8,10.0,LAOS,LaÃ¯kÃ³s OrthÃ³doxos SynagermÃ³s,Popular Orthodox Rally,41,466,Laikos Orthodoxos Synagermos,right,Right-wing,40.0,,,,
2091,GRC,Greece,2012-05-06,10.62,33.0,AE,Anexartitoi Ellines,Independent Greeks,41,783,Anexartitoi Ellines,right,Right-wing,40.0,992.0,2015-09-20 00:00:00,3.69,10.0
2092,GRC,Greece,2012-05-06,6.97,21.0,LS-CA,Laikos Syndesmos â€“ Chrysi Avg,Peoples Association -- Golden Dawn,41,783,Laikos Syndesmos -- Chrysi Avg,right,Right-wing,40.0,992.0,2015-09-20 00:00:00,6.99,18.0
2093,GRC,Greece,2012-05-06,6.11,19.0,DIMAR,Dimokratiki Aristera,Democratic Left,41,783,Dimokratiki Aristera,soc,Social democracy,11.0,,,,
2346,GRC,Greece,2015-01-25,6.05,17.0,TP,To Potami,The River,41,851,To Potami,soc,Social democracy,11.0,992.0,2015-09-20 00:00:00,4.09,11.0
2165,GRC,Greece,2015-09-20,3.43,9.0,EK,Enosi Kentroon,Union of Centrists,41,992,Enosi Kentroon,soc,Social democracy,11.0,992.0,2015-09-20 00:00:00,3.43,9.0
90,HRV,Croatia,2003-11-23,,3.0,LIBRA,LIBRA â€“ Stranka liberalnih demokrata,Party of Liberal Democrats,62,795,LIBRA -- Stranka liberalnih demokrata,lib,Liberal,6.0,,,,
2134,HRV,Croatia,2003-11-23,4.1,3.0,HSU,Hrvatska stranka umirovljenika,Croatian Party of Pensioners,62,795,Hrvatska stranka umirovljenika,spec,Special issue,16.0,,,,
2133,HRV,Croatia,2003-11-23,,3.0,SDSS,Samostalna demokratska srpska stranka, Independent Democratic Serb Party,62,795,Samostalna demokratska srpska stranka,soc,Social democracy,11.0,,,,
2198,HRV,Croatia,2003-11-23,1.0,1.0,HDSS,Hrvatska demokratska seljaÄka stranka,Croatian Democratic Peasant Party,62,795,Hrvatska demokratska seljacka stranka,agr,Agrarian,2.0,,,,
2270,HRV,Croatia,2003-11-23,,1.0,SDA,Stranka demokratske akcije Hrvatske,Party of Democratic Action of Croatia,62,795,Stranka demokratske akcije Hrvatske,con,Conservative,26.0,,,,
2135,HRV,Croatia,2007-11-25,1.8,3.0,HDSSB,Hrvatski demokratski savez Slavonije i Baranje,Croatian Democratic Alliance of Slavonia and Baranja,62,793,Hrvatski demokratski savez Slavonije i Baranje,right,Right-wing,40.0,1007.0,2016-09-11 00:00:00,1.19,1.0
2182,HRV,Croatia,2011-12-04,4.19,6.0,CL-LP,Hrvatski laburisti â€“ Stranka rada,Croatian Labourists -- Labour Party,62,792,Hrvatski laburisti -- Stranka rada,com,Communist/Socialist,14.0,,,,
2191,HRV,Croatia,2011-12-04,,3.0,abroad,abroad,abroad,62,792,abroad,none,no family,12.0,,,,
2193,HRV,Croatia,2011-12-04,,2.0,HGS,Hrvatska graÄ‘anska stranka,Croatian Civic Party,62,792,Hrvatska gradanska stranka,right,Right-wing,40.0,,,,
2195,HRV,Croatia,2011-12-04,1.25,2.0,I-IG,Neovisna lista â€“ dr.sc. Ivan GrubiÅ¡iÄ‡,Independent List -- PhD Ivan Grubisic,62,792,Neovisna lista -- dr.sc. Ivan Grubisic,none,no family,12.0,,,,
1081,HRV,Croatia,2011-12-04,,1.0,DC,Demokratski centar,Democratic Centre,62,792,Demokratski centar,lib,Liberal,6.0,,,,
2181,HRV,Croatia,2011-12-04,0.64,1.0,HSP-AS,Hrvatska stranka prava dr. Ante StarÄeviÄ‡,Croatian Party of Rights -- Dr. Ante Starcevic,62,792,Hrvatska stranka prava dr. Ante Starcevic,right,Right-wing,40.0,,,,
2615,HRV,Croatia,2015-11-08,13.42,19.0,Most,Most nezavisnih lista,Bridge of Independent Lists,62,1001,Most nezavisnih lista,con,Conservative,26.0,1007.0,2016-09-11 00:00:00,9.43,13.0
2628,HRV,Croatia,2015-11-08,3.34,2.0,MB,Milan BandiÄ‡ 365 â€“ Stranka rada i solidarnosti,Milan Bandic 365 -- The Party of Labour and Solidarity,62,1001,Milan Bandic 365 -- Stranka rada i solidarnosti,soc,Social democracy,11.0,1007.0,2016-09-11 00:00:00,3.84,2.0
2612,HRV,Croatia,2015-11-08,4.19,1.0,ZiZi,Å½ivi zid,Human Shield ,62,1001,Zivi zid,right,Right-wing,40.0,1007.0,2016-09-11 00:00:00,5.92,8.0
2614,HRV,Croatia,2015-11-08,1.54,1.0,NS,Narodna stranka â€“ Reformisti,People's Party -- Reformists ,62,1001,Narodna stranka -- Reformisti,lib,Liberal,6.0,,,,
2185,HRV,Croatia,2015-11-08,,1.0,Hrast,Hrvatski rast,Croatian Growth,62,1001,Hrvatski rast,chr,Christian democracy,3.0,,,,
1203,HUN,Hungary,1994-05-29,0.6,1.0,VP,VÃ¡llalkozÃ³k PÃ¡rtja EgyesÃ¼let,Entrepreneurs' Party,39,620,Vallalkozok Partja Egyesulet,lib,Liberal,6.0,,,,
95,HUN,Hungary,1998-05-24,5.5,14.0,MIEP,Magyar IgazsÃ¡g Ã©s Ã‰let PÃ¡rtja,Hungarian Justice and Life Party,39,671,Magyar Igazsag es Elet Partja,right,Right-wing,40.0,,,,
600,HUN,Hungary,2010-04-25,16.67,47.0,Jobbik,Jobbik MagyarorszÃ¡gÃ©rt Mozgalom,Jobbik Movement for a Better Hungary,39,688,Jobbik Magyarorszagert Mozgalom,right,Right-wing,40.0,814.0,2014-04-06 00:00:00,20.22,23.0
403,HUN,Hungary,2010-04-25,7.48,16.0,LMP,Lehet MÃ¡s a Politika,Politics Can Be Different,39,688,Lehet Mas a Politika,eco,Green/Ecologist,19.0,814.0,2014-04-06 00:00:00,5.34,5.0
1970,HUN,Hungary,2014-04-06,,4.0,DK,Demokratikus KoalÃ­ciÃ³,Democratic Coalition,39,814,Demokratikus Koalicio,soc,Social democracy,11.0,814.0,2014-04-06 00:00:00,,4.0
2318,HUN,Hungary,2014-04-06,,3.0,Egyutt,EgyÃ¼tt â€“ A KorszakvÃ¡ltÃ³k PÃ¡rtja,Together -- Party for a New Era,39,814,Egyutt -- A Korszakvaltok Partja,soc,Social democracy,11.0,814.0,2014-04-06 00:00:00,,3.0
2349,HUN,Hungary,2014-04-06,,1.0,PM,PÃ¡rbeszÃ©d MagyarorszÃ¡gÃ©rt,Dialogue for Hungary,39,814,Parbeszed Magyarorszagert,eco,Green/Ecologist,19.0,814.0,2014-04-06 00:00:00,,1.0
433,IRL,Ireland,1957-03-05,5.35,4.0,SFWP,Sinn FÃ©in The Workers' Party,Sinn Fein The Workers' Party,37,469,Sinn Fein The Workers' Party,com,Communist/Socialist,14.0,,,,
523,IRL,Ireland,1961-10-04,0.98,2.0,NPD,National Progressive Democrats â€“ Daonlathaithe ForchÃ©imnitheacha NÃ¡isiÃºnta,National Progressive Democrats,37,413,National Progressive Democrats -- Daonlathaithe Forcheimnitheacha Naisiunta,com,Communist/Socialist,14.0,,,,
1323,IRL,Ireland,1981-06-11,2.4290000000000003,2.0,H-B,Anti H-Block,Anti H-Block,37,47,Anti H-Block,spec,Special issue,16.0,,,,
651,IRL,Ireland,1987-02-17,11.85,14.0,PD,Progressive Democrats,Progressive Democrats,37,43,Progressive Democrats,lib,Liberal,6.0,,,,
379,IRL,Ireland,1987-02-17,0.42,1.0,DSP,Democratic Socialist Party,Democratic Socialist Party,37,43,Democratic Socialist Party,soc,Social democracy,11.0,,,,
1573,IRL,Ireland,1989-06-15,1.5,1.0,Green,Green Party  â€“ Comhaontas Glas,Green Party,37,590,Green Party -- Comhaontas Glas,eco,Green/Ecologist,19.0,1002.0,2016-02-26 00:00:00,2.72,2.0
1580,IRL,Ireland,1992-11-25,2.78,4.0,DLP,Democratic Left,Democratic Left,37,359,Democratic Left,com,Communist/Socialist,14.0,,,,
2217,IRL,Ireland,1997-06-06,2.55,1.0,SF,Sinn FÃ©in,Sinn Fein,37,316,Sinn Fein,com,Communist/Socialist,14.0,1002.0,2016-02-26 00:00:00,13.85,23.0
1014,IRL,Ireland,1997-06-06,0.7,1.0,SP,Socialist Party,Socialist Party,37,316,Socialist Party,com,Communist/Socialist,14.0,1002.0,2016-02-26 00:00:00,3.95,6.0
2329,IRL,Ireland,2002-05-17,0.46,1.0,I-MH,Independent â€“ Marian Harkin,Independent -- Marian Harkin,37,408,Independent -- Marian Harkin,none,no family,12.0,,,,
1804,IRL,Ireland,2011-02-25,0.97,2.0,PBPA,People Before Profit Alliance,People Before Profit Alliance,37,698,People Before Profit Alliance,com,Communist/Socialist,14.0,,,,
2622,IRL,Ireland,2016-02-26,4.21,6.0,IA,Independent Alliance,Independent Alliance,37,1002,Independent Alliance,none,no family,12.0,1002.0,2016-02-26 00:00:00,4.21,6.0
2621,IRL,Ireland,2016-02-26,1.47,4.0,IC,Independents 4 Change,Independents 4 Change,37,1002,Independents 4 Change,com,Communist/Socialist,14.0,1002.0,2016-02-26 00:00:00,1.47,4.0
2619,IRL,Ireland,2016-02-26,3.01,3.0,DS,Daonlathaigh ShÃ³isialta,Social Democrats ,37,1002,Daonlathaigh Shoisialta,soc,Social democracy,11.0,1002.0,2016-02-26 00:00:00,3.01,3.0
1172,ISL,Iceland,1953-06-28,6.0,2.0,Thva,ÃžjÃ³Ã°varnarflokkurinn,National Preservation Party,56,88,Thjodvarnarflokkurinn,lib,Liberal,6.0,,,,
